P(bar),alt(km),T(K),H2O,CH4,CO,N2O,O3,O2,CO2,N2,MMW
0.00054356,49.26,185.41099999999997,1.64079231266137e-05,2.7468660247584557e-05,6.182075391253104e-07,7.009349616369187e-13,1.781581190526094e-07,0.023813732129535043,0.015592324608624133,0.969277709036202,28.241249396822276
0.0006044000000000001,48.67,186.22099999999998,1.6986910844598275e-05,2.8140329615340673e-05,5.781027717851088e-07,8.861238016039614e-13,1.9783715922998336e-07,0.023813732129535043,0.015592324608624133,0.9768147356502628,28.239421700606634
0.00067181,48.08,187.06400000000002,1.7565898562582856e-05,2.896028962273126e-05,5.417395081275668e-07,1.126245600576775e-12,2.2243595945170108e-07,0.023813732129535043,0.015592324608624133,0.9748402157695143,28.239865431315145
0.00074644,47.5,187.91099999999997,1.8409846761679016e-05,2.997215516376645e-05,5.103511773552911e-07,1.45776240994783e-12,2.527919256827567e-07,0.023813732129535043,0.015592324608624133,0.9653051455199074,28.24212651915186
0.0008290600000000001,46.91,188.737,1.9351928472297985e-05,3.1001466662405696e-05,4.83151621003749e-07,1.8734777722054565e-12,2.894284366512724e-07,0.023813732129535043,0.015592324608624133,0.9618354101640852,28.242935926831755
0.0009204700000000002,46.32,189.50599999999997,1.993091619028255e-05,3.203077816104493e-05,4.605056776613357e-07,2.33644987212306e-12,3.3156042426506466e-07,0.023813732129535043,0.015592324608624133,0.9750043737466473,28.239724715486176
0.0010216000000000001,45.73,190.232,2.041177039674432e-05,3.306008965968418e-05,4.417676288222303e-07,2.9505475797858e-12,3.6767355650545875e-07,0.023813732129535043,0.015592324608624133,0.977599791644311,28.239078702275258
0.0011334,45.15,190.96599999999998,2.0441210450201163e-05,3.4098124137125456e-05,4.265268402593279e-07,3.799729566163176e-12,4.2760042087538746e-07,0.023813732129535043,0.015592324608624133,0.9717593945138147,28.24044943045936
0.0012568999999999998,44.56,191.701,2.102019816818574e-05,3.564209138508431e-05,4.1409790391325906e-07,4.9319722146663385e-12,4.7391943831415343e-07,0.023813732129535043,0.015592324608624133,0.958569082668669,28.243612728546125
0.0013934,43.97,192.38299999999998,2.1049638221642583e-05,3.669757182012964e-05,4.052593456421047e-07,6.332882610271965e-12,5.348930601403259e-07,0.023813732129535043,0.015592324608624133,0.9726376090191053,28.24017509063568
0.0015441,43.38,192.905,2.1049638221642583e-05,3.816303225887025e-05,3.997424976987624e-07,8.34789071354029e-12,6.097362182617208e-07,0.023813732129535043,0.015592324608624133,0.9786884185865908,28.238705343619547
0.0017104,42.79,193.295,2.061785077094222e-05,4.009081057411833e-05,3.9700544502515616e-07,1.1104133940510934e-11,6.869345806596644e-07,0.023813732129535043,0.015592324608624133,0.9750208620644137,28.239542363484688
0.0018939999999999999,42.21,193.77200000000002,2.004867640410993e-05,4.1791791440513685e-05,3.968085237787005e-07,1.5002215092666962e-11,7.628244962373036e-07,0.023813732129535043,0.015592324608624133,0.9642104983045539,28.242118096007502
0.0020965,41.62,194.37900000000002,1.977390257184606e-05,4.360617103133542e-05,3.9951199298391885e-07,2.012609284097795e-11,8.481352289211332e-07,0.023813732129535043,0.015592324608624133,0.965211578746804,28.241841119929887
0.0023197,41.04,194.952,1.9538382144191316e-05,4.583925360465446e-05,4.056455555285645e-07,2.7418503119472942e-11,9.454836723517599e-07,0.023813732129535043,0.015592324608624133,0.9758033158394874,28.23925390321873
0.0025658,40.45,195.428,1.91360347469478e-05,4.856954596968904e-05,4.1606558985652637e-07,3.8620988645976657e-11,1.0535613797088795e-06,0.023813732129535043,0.015592324608624133,0.9763972236321937,28.23906237396724
0.0028368,39.87,195.873,1.902808788427271e-05,5.160514259279462e-05,4.310026006826482e-07,5.385349037901719e-11,1.1655644275269129e-06,0.023813732129535043,0.015592324608624133,0.9688884833628035,28.24079582131223
0.0031353,39.29,196.327,1.845891351744042e-05,5.457095538548396e-05,4.5122290169468796e-07,7.568274483109095e-11,1.3032130330229065e-06,0.023813732129535043,0.015592324608624133,0.9561102596644877,28.243859727102222
0.003464,38.7,196.778,1.7879925799455845e-05,5.662957838276244e-05,4.78332393290099e-07,1.1106532759681479e-10,1.4576097578187922e-06,0.023813732129535043,0.015592324608624133,0.9729971593688458,28.239724645914634
0.0038256,38.12,197.225,1.7310751432623545e-05,6.15842303423141e-05,5.132744656263209e-07,1.6331160913155893e-10,1.6386987977488848e-06,0.023813732129535043,0.015592324608624133,0.9780930801270179,28.23841977647829
0.0042233999999999996,37.54,197.662,1.674157706579125e-05,6.664355804749003e-05,5.574138287369303e-07,2.420408543092582e-10,1.8208345951352189e-06,0.023813732129535043,0.015592324608624133,0.9742305643716721,28.239239267106214
0.0046607,36.96,198.082,1.6172402698958964e-05,7.170288575266593e-05,6.120358135484057e-07,3.658199235100273e-10,2.090898018845988e-06,0.023813732129535043,0.015592324608624133,0.9636914115835128,28.241677608129862
0.0051414,36.38,198.485,1.59466956224565e-05,7.981525603855142e-05,6.793783002724078e-07,5.469307708871217e-10,2.394457681156543e-06,0.023813732129535043,0.015592324608624133,0.9664949422661722,28.240831163819237
0.0056696,35.81,198.87599999999998,1.5681735141344918e-05,8.740424759631539e-05,7.597588053373306e-07,8.167979275748469e-10,2.763439684482305e-06,0.023813732129535043,0.015592324608624133,0.9755273649458085,28.238516731147556
0.0062496,35.23,199.263,1.511256077451262e-05,9.420817106189692e-05,8.566074220826025e-07,1.2030078140346184e-09,3.2187791779481456e-06,0.023813732129535043,0.015592324608624133,0.9757194275619165,28.238340667669554
